id,src,month,day,name_cn,name_native,name_romaji,alt_names,types,ptype,work,work_cn,work_year,heat,fav,votes,collects,nsfw,thumb,image,alts,palette,bgm_id,url_al,url_bgm,url_vndb
bgm-bgm1249,bangumi,11,3,朱染心爱,朱染心愛,Juzen Kokoa,,动画|漫画,动画,ロザリオとバンパイア CAPU2,十字架与吸血鬼 CAPU2,2008,15,0,0,15,,https://lain.bgm.tv/r/400/pic/crt/l/5b/b9/1249_crt_RA0wa.jpg,https://lain.bgm.tv/pic/crt/l/5b/b9/1249_crt_RA0wa.jpg,,,1249,,https://bgm.tv/character/1249,
bgm-bgm6803,bangumi,11,4,一条辉,一条輝,Rick Hunter,Richard A. Hunter / 瑞克·卡特,动画|游戏,动画,超時空要塞マクロス 愛・おぼえていますか,超时空要塞 可曾记得爱,1984,15,0,0,15,,https://lain.bgm.tv/r/400/pic/crt/l/af/55/6803_crt_ivUg4.jpg,https://lain.bgm.tv/pic/crt/l/af/55/6803_crt_ivUg4.jpg,,,6803,,https://bgm.tv/character/6803,
bgm-bgm67896,bangumi,11,5,辻野朱里,辻野あかり,Tsujino Akari,,游戏,游戏,アイドルマスター シンデレラガールズ スターライトステージ,偶像大师 灰姑娘女孩 星光舞台,2015,15,0,0,15,,https://lain.bgm.tv/r/400/pic/crt/l/f1/e2/67896_crt_Hx88f.jpg?r=1545367955,https://lain.bgm.tv/pic/crt/l/f1/e2/67896_crt_Hx88f.jpg?r=1545367955,https://storage.moegirl.org.cn/moegirl/commons/c/cd/%E3%81%99%E3%81%8F%C3%972%E3%81%82%E3%81%8B%E3%82%8A%E3%82%93%E3%81%94_%E8%BE%BB%E9%87%8E%E3%81%82%E3%81%8B%E3%82%8A.jpg!/fw/480/watermark/url/L21vZWdpcmwvd2F0ZXJtYXJrLnBuZw==/align/southeast/margin/10x10/opacity/50?v=20201217161328|https://storage.moegirl.org.cn/moegirl/commons/c/cd/%E3%81%99%E3%81%8F%C3%972%E3%81%82%E3%81%8B%E3%82%8A%E3%82%93%E3%81%94_%E8%BE%BB%E9%87%8E%E3%81%82%E3%81%8B%E3%82%8A.jpg,,67896,,https://bgm.tv/character/67896,
bgm-bgm29322,bangumi,11,7,露娜公主,Princess Luna,,月亮公主,动画,动画,My Little Pony Friendship is Magic Season 1,小马宝莉：友谊就是魔法 第一季,2010,15,0,0,15,,https://lain.bgm.tv/r/400/pic/crt/l/84/c6/29322_crt_otpJg.jpg,https://lain.bgm.tv/pic/crt/l/84/c6/29322_crt_otpJg.jpg,,,29322,,https://bgm.tv/character/29322,
bgm-bgm31515,bangumi,11,8,天蝎座米罗,蠍座のミロ,Milo,,动画|漫画,动画,聖闘士星矢 冥王ハーデス十二宮編,圣斗士星矢 冥王十二宫编,2003,15,0,0,15,,https://lain.bgm.tv/r/400/pic/crt/l/29/57/31515_crt_GDtIE.jpg?r=1428026720,https://lain.bgm.tv/pic/crt/l/29/57/31515_crt_GDtIE.jpg?r=1428026720,,,31515,,https://bgm.tv/character/31515,
bgm-bgm64864,bangumi,11,11,牛久花和,牛久花和,Ushiku Kana,,动画|漫画|游戏,动画,アニマエール！,Anima Yell!,2018,15,0,0,15,,https://lain.bgm.tv/r/400/pic/crt/l/8f/93/64864_crt_X3bun.jpg?r=1540960947,https://lain.bgm.tv/pic/crt/l/8f/93/64864_crt_X3bun.jpg?r=1540960947,https://storage.moegirl.org.cn/moegirl/commons/9/96/%E7%89%9B%E4%B9%85%E8%8A%B1%E5%92%8C.jpg!/fw/480/watermark/url/L21vZWdpcmwvd2F0ZXJtYXJrLnBuZw==/align/southeast/margin/10x10/opacity/50?v=20180720114128|https://storage.moegirl.org.cn/moegirl/commons/9/96/%E7%89%9B%E4%B9%85%E8%8A%B1%E5%92%8C.jpg,,64864,,https://bgm.tv/character/64864,
bgm-bgm130986,bangumi,11,12,,远旅,Voyager,,动画|游戏,游戏,重返未来：1999,,2023,15,0,0,15,,https://lain.bgm.tv/r/400/pic/crt/l/02/a0/130986_crt_FU7M7.jpg,https://lain.bgm.tv/pic/crt/l/02/a0/130986_crt_FU7M7.jpg,https://storage.moegirl.org.cn/moegirl/commons/2/2f/Voyager.png!/fw/480/watermark/url/L21vZWdpcmwvd2F0ZXJtYXJrLnBuZw==/align/southeast/margin/10x10/opacity/50?v=20230815124404|https://storage.moegirl.org.cn/moegirl/commons/2/2f/Voyager.png,,130986,,https://bgm.tv/character/130986,
bgm-bgm10845,bangumi,11,13,德古拉,ドラキュラ,Dracula,德拉库拉 / The Impaler,游戏,游戏,悪魔城ドラキュラX 月下の夜想曲,恶魔城X 月下夜想曲,1997,15,0,0,15,,https://lain.bgm.tv/r/400/pic/crt/l/ba/9f/10845_crt_OGLit.jpg,https://lain.bgm.tv/pic/crt/l/ba/9f/10845_crt_OGLit.jpg,,,10845,,https://bgm.tv/character/10845,
bgm-bgm248,bangumi,11,17,龙宫真名,龍宮真名,Tatsumiya Mana,,动画|漫画,漫画,魔法先生ネギま!,魔法老师,2003,15,0,0,15,,https://lain.bgm.tv/r/400/pic/crt/l/93/91/248_crt_yzYPR.jpg,https://lain.bgm.tv/pic/crt/l/93/91/248_crt_yzYPR.jpg,,,248,,https://bgm.tv/character/248,
bgm-bgm91877,bangumi,11,22,蓼丸绫,蓼丸綾,Aya Tademaru,,动画|漫画,动画,怪物事変,怪物事变,2021,15,0,0,15,,https://lain.bgm.tv/r/400/pic/crt/l/c5/03/91877_crt_AzfAT.jpg?r=1614748432,https://lain.bgm.tv/pic/crt/l/c5/03/91877_crt_AzfAT.jpg?r=1614748432,,,91877,,https://bgm.tv/character/91877,
bgm-bgm24146,bangumi,11,27,早乙女凉,早乙女涼,Saotome Suzu,すず,动画,动画,東京レイヴンズ,东京暗鸦,2013,15,0,0,15,,https://lain.bgm.tv/r/400/pic/crt/l/83/7e/24146_crt_fozFx.jpg?r=1444848222,https://lain.bgm.tv/pic/crt/l/83/7e/24146_crt_fozFx.jpg?r=1444848222,,,24146,,https://bgm.tv/character/24146,
bgm-bgm184165,bangumi,11,28,,洁尔佩塔,Gilberta,,游戏,游戏,明日方舟：终末地,明日方舟：终末地,2026,15,0,0,15,,https://lain.bgm.tv/r/400/pic/crt/l/9f/7c/184165_crt_hZOka.jpg,https://lain.bgm.tv/pic/crt/l/9f/7c/184165_crt_hZOka.jpg,https://storage.moegirl.org.cn/moegirl/commons/7/70/Gilberta_2.png!/fw/480/watermark/url/L21vZWdpcmwvd2F0ZXJtYXJrLnBuZw==/align/southeast/margin/10x10/opacity/50?v=20241227034311|https://storage.moegirl.org.cn/moegirl/commons/7/70/Gilberta_2.png,,184165,,https://bgm.tv/character/184165,
bgm-bgm102528,bangumi,11,29,大岛五十铃,大島五十鈴,ISUZU OHSHIMA,,Galgame,Galgame,ヘブンバーンズレッド,炽焰天穹,2022,15,0,0,15,,https://lain.bgm.tv/r/400/pic/crt/l/a5/5b/102528_crt_I26Z7.jpg?r=1636639852,https://lain.bgm.tv/pic/crt/l/a5/5b/102528_crt_I26Z7.jpg?r=1636639852,https://storage.moegirl.org.cn/moegirl/commons/6/65/31e_img_stand_05.png,,102528,,https://bgm.tv/character/102528,
bgm-bgm42780,bangumi,11,30,露西·莫德·蒙哥马利,ルーシー・M,Lucy Maud Montgomery,,动画|漫画,动画,文豪ストレイドッグス 第2シーズン,文豪野犬 第二季,2016,15,0,0,15,,https://lain.bgm.tv/r/400/pic/crt/l/9d/51/42780_crt_rUEk1.jpg?r=1467719951,https://lain.bgm.tv/pic/crt/l/9d/51/42780_crt_rUEk1.jpg?r=1467719951,,,42780,,https://bgm.tv/character/42780,
bgm-bgm173298,bangumi,12,3,三好蓝美,三好藍美,Aimi Miyoshi,,动画|漫画,动画,霧尾ファンクラブ,雾尾粉丝后援会,2026,15,0,0,15,,https://lain.bgm.tv/r/400/pic/crt/l/8b/da/173298_crt_kj3d4.jpg,https://lain.bgm.tv/pic/crt/l/8b/da/173298_crt_kj3d4.jpg,,,173298,,https://bgm.tv/character/173298,
al84915,anilist,12,3,彩风凉,彩風涼,Suzu Ayakaji,Fuu / 風 / 小风 / Fuuchiyan,动画|漫画,动画,ニセコイ：,伪恋,2015,15,15,0,9,,https://lain.bgm.tv/r/400/pic/crt/l/03/ee/27077_crt_3ni41.jpg?r=1412233875,https://lain.bgm.tv/pic/crt/l/03/ee/27077_crt_3ni41.jpg?r=1412233875,https://s4.anilist.co/file/anilistcdn/character/medium/b84915-nmg5y9DeYxFJ.png|https://s4.anilist.co/file/anilistcdn/character/large/b84915-nmg5y9DeYxFJ.png,,27077,https://anilist.co/character/84915,https://bgm.tv/character/27077,
bgm-bgm1898,bangumi,12,12,草薙京,草薙京,Kusanagi Kyo,,游戏,游戏,THE KING OF FIGHTERS 2002 UNLIMITED MATCH,拳皇2002 无限之战,2009,15,0,0,15,,https://lain.bgm.tv/r/400/pic/crt/l/fa/80/1898_crt_9juLh.jpg,https://lain.bgm.tv/pic/crt/l/fa/80/1898_crt_9juLh.jpg,https://storage.moegirl.org.cn/moegirl/commons/f/f4/Kusanagikyo_kof.jpg!/fw/480/watermark/url/L21vZWdpcmwvd2F0ZXJtYXJrLnBuZw==/align/southeast/margin/10x10/opacity/50?v=20200528144435|https://storage.moegirl.org.cn/moegirl/commons/f/f4/Kusanagikyo_kof.jpg,,1898,,https://bgm.tv/character/1898,
bgm-bgm15696,bangumi,12,13,汉娜·尤丝缇娜·马尔塞尤,ハンナ・ユスティーナ・マルセイユ,Hanna-Justina Wallia Rosalind Sieglinde Marseille,Hanna-Justina Marseille,动画|漫画|游戏,动画,ストライクウィッチーズ2,强袭魔女2,2010,15,0,0,15,,https://lain.bgm.tv/r/400/pic/crt/l/b0/40/15696_crt_17B17.jpg?r=1528123232,https://lain.bgm.tv/pic/crt/l/b0/40/15696_crt_17B17.jpg?r=1528123232,https://storage.moegirl.org.cn/moegirl/commons/6/64/52409332_p0_master1200.jpg!/fw/480/watermark/url/L21vZWdpcmwvd2F0ZXJtYXJrLnBuZw==/align/southeast/margin/10x10/opacity/50?v=20160317025422|https://storage.moegirl.org.cn/moegirl/commons/6/64/52409332_p0_master1200.jpg,,15696,,https://bgm.tv/character/15696,
bgm-bgm71744,bangumi,12,13,,桃金娘,Myrtle,,漫画|游戏,游戏,明日方舟,明日方舟,2019,15,0,0,15,,https://lain.bgm.tv/r/400/pic/crt/l/4b/80/71744_crt_f4Q21.jpg?r=1584949091,https://lain.bgm.tv/pic/crt/l/4b/80/71744_crt_f4Q21.jpg?r=1584949091,https://static.wikia.nocookie.net/mrfz/images/f/f7/Myrtle.png/revision/latest/scale-to-width-down/400?cb=20191104024109|https://static.wikia.nocookie.net/mrfz/images/f/f7/Myrtle.png/revision/latest?cb=20191104024109,,71744,,https://bgm.tv/character/71744,
bgm-bgm109321,bangumi,12,14,石屋萌乃,石屋もね,Ishiya Mone,,动画|漫画,动画,てっぺんっ!!!!!!!!!!!!!!!,顶点!!!!!!!!!!!!!!!,2022,15,0,0,15,,https://lain.bgm.tv/r/400/pic/crt/l/19/b5/109321_crt_L55fD.jpg,https://lain.bgm.tv/pic/crt/l/19/b5/109321_crt_L55fD.jpg,,,109321,,https://bgm.tv/character/109321,
bgm-bgm86973,bangumi,12,14,石动宁宁子,石動寧々子,Isurugi Neneko,,动画|漫画,动画,終末のハーレム,终末的后宫,2022,15,0,0,15,,https://lain.bgm.tv/r/400/pic/crt/l/da/7c/86973_crt_p7dCb.jpg?r=1628770914,https://lain.bgm.tv/pic/crt/l/da/7c/86973_crt_p7dCb.jpg?r=1628770914,,,86973,,https://bgm.tv/character/86973,
bgm-bgm106416,bangumi,12,22,细野柚子,細野ゆず,Hosono Yuzu,,动画|漫画,动画,てっぺんっ!!!!!!!!!!!!!!!,顶点!!!!!!!!!!!!!!!,2022,15,0,0,15,,https://lain.bgm.tv/r/400/pic/crt/l/5e/bd/106416_crt_30Rr5.jpg?r=1662000913,https://lain.bgm.tv/pic/crt/l/5e/bd/106416_crt_30Rr5.jpg?r=1662000913,,,106416,,https://bgm.tv/character/106416,
bgm-bgm49591,bangumi,12,22,真土翔太,真ヶ土翔太,Magatsuchi Shōta,,动画|漫画,动画,小林さんちのメイドラゴンS,小林家的龙女仆S,2021,15,0,0,15,,https://lain.bgm.tv/r/400/pic/crt/l/a7/55/49591_crt_1W1Ne.jpg?r=1482561788,https://lain.bgm.tv/pic/crt/l/a7/55/49591_crt_1W1Ne.jpg?r=1482561788,,,49591,,https://bgm.tv/character/49591,
bgm-bgm14359,bangumi,12,24,亚伦,アローン,Alone,,动画|漫画,动画,聖闘士星矢 THE LOST CANVAS 冥王神話 第2章,圣斗士星矢 THE LOST CANVAS 冥王神话 第2章,2011,15,0,0,15,,https://lain.bgm.tv/r/400/pic/crt/l/91/26/14359_crt_WeqD2.jpg,https://lain.bgm.tv/pic/crt/l/91/26/14359_crt_WeqD2.jpg,,,14359,,https://bgm.tv/character/14359,
bgm-bgm55281,bangumi,12,24,皋月夜见,皐月夜見,Satsuki Yomi,,动画|漫画|游戏,动画,みにとじ,迷你刀使,2019,15,0,0,15,,https://lain.bgm.tv/r/400/pic/crt/l/8e/f5/55281_crt_qJ26l.jpg?r=1515255107,https://lain.bgm.tv/pic/crt/l/8e/f5/55281_crt_qJ26l.jpg?r=1515255107,,,55281,,https://bgm.tv/character/55281,
bgm-bgm22264,bangumi,12,27,鲸井早菜,鯨井早菜,,鲸井学姐,漫画,漫画,木曜日のフルット,我家的街猫,2010,15,0,0,15,,https://lain.bgm.tv/r/400/pic/crt/l/42/02/22264_crt_j22Nz.jpg,https://lain.bgm.tv/pic/crt/l/42/02/22264_crt_j22Nz.jpg,,,22264,,https://bgm.tv/character/22264,
bgm-bgm150522,bangumi,1,1,冬木真衣,冬木眞衣,Mai Fuyuki,,动画|漫画,动画,道産子ギャルはなまらめんこい,北海道辣妹贼拉可爱,2024,14,0,0,14,,https://lain.bgm.tv/r/400/pic/crt/l/39/fa/150522_crt_f5aNn.jpg?r=1704940471,https://lain.bgm.tv/pic/crt/l/39/fa/150522_crt_f5aNn.jpg?r=1704940471,,,150522,,https://bgm.tv/character/150522,
bgm-bgm17279,bangumi,1,4,日生光,日生光,Hinase Mitsuru,,Galgame,Galgame,死神と少女,死神与少女,2011,14,0,0,14,,https://lain.bgm.tv/r/400/pic/crt/l/dd/b9/17279_crt_O2D3z.jpg,https://lain.bgm.tv/pic/crt/l/dd/b9/17279_crt_O2D3z.jpg,,,17279,,https://bgm.tv/character/17279,
bgm-bgm118061,bangumi,1,5,小石川惟子,小石川惟子,Koishikawa Iko,,动画|漫画,动画,SHY 東京奪還編,腼腆英雄 东京夺还篇,2024,14,0,0,14,,https://lain.bgm.tv/r/400/pic/crt/l/87/c3/118061_crt_xSQW1.jpg?r=1688046173,https://lain.bgm.tv/pic/crt/l/87/c3/118061_crt_xSQW1.jpg?r=1688046173,,,118061,,https://bgm.tv/character/118061,
bgm-bgm205774,bangumi,1,7,雾岛姬子,霧島姫子,,,动画|漫画,漫画,転校先の清楚可憐な美少女が、昔男子と思って一緒に遊んだ幼馴染だった件,转学后班上的清纯可爱美少女，竟是小时候玩在一起的哥儿们,2022,14,0,0,14,,https://lain.bgm.tv/r/400/pic/crt/l/32/05/205774_crt_p81N9.jpg,https://lain.bgm.tv/pic/crt/l/32/05/205774_crt_p81N9.jpg,,,205774,,https://bgm.tv/character/205774,
bgm-bgm53901,bangumi,1,9,花畑佳惠,花畑よしえ,Hanabatake Yoshie,,动画|漫画,动画,アホガール,笨女孩,2017,14,0,0,14,,https://lain.bgm.tv/r/400/pic/crt/l/17/a5/53901_crt_Xxdzc.jpg,https://lain.bgm.tv/pic/crt/l/17/a5/53901_crt_Xxdzc.jpg,,,53901,,https://bgm.tv/character/53901,
bgm-bgm201858,bangumi,1,10,希希芙,希希芙,Cissia,,游戏,游戏,绝区零,绝区零,2024,14,0,0,14,,https://lain.bgm.tv/r/400/pic/crt/l/3c/d7/201858_crt_Zfl4o.jpg,https://lain.bgm.tv/pic/crt/l/3c/d7/201858_crt_Zfl4o.jpg,https://static.wikia.nocookie.net/zenless-zone-zero/images/8/83/Agent_Cissia_Portrait.png/revision/latest/scale-to-width-down/291?cb=20260306125558|https://static.wikia.nocookie.net/zenless-zone-zero/images/8/83/Agent_Cissia_Portrait.png/revision/latest?cb=20260306125558,,201858,,https://bgm.tv/character/201858,
bgm-bgm92522,bangumi,1,21,伊雷娜,イェレナ,,,动画|漫画,动画,進撃の巨人 The Final Season,进击的巨人 最终季,2020,14,0,0,14,,https://lain.bgm.tv/r/400/pic/crt/l/0d/cc/92522_crt_bDaHf.jpg,https://lain.bgm.tv/pic/crt/l/0d/cc/92522_crt_bDaHf.jpg,,,92522,,https://bgm.tv/character/92522,
bgm-bgm70061,bangumi,1,21,薄野珠子,薄野珠子,,,游戏|Galgame,Galgame,流星ワールドアクター,流星世界演绎者,2019,14,0,0,14,1,https://lain.bgm.tv/r/400/pic/crt/l/df/d0/70061_crt_zaAvW.jpg,https://lain.bgm.tv/pic/crt/l/df/d0/70061_crt_zaAvW.jpg,,,70061,,https://bgm.tv/character/70061,
bgm-bgm92465,bangumi,1,25,驹川诗,駒川詩,Uta Komagawa,,动画|游戏,游戏,BLUE REFLECTION TIE/帝,BLUE REFLECTION: 帝,2021,14,0,0,14,,https://lain.bgm.tv/r/400/pic/crt/l/55/f5/92465_crt_aqS78.jpg?r=1621798867,https://lain.bgm.tv/pic/crt/l/55/f5/92465_crt_aqS78.jpg?r=1621798867,https://storage.moegirl.org.cn/moegirl/commons/5/54/%E9%A9%B9%E5%B7%9D%E8%AF%9796818455.jpg!/fw/480/watermark/url/L21vZWdpcmwvd2F0ZXJtYXJrLnBuZw==/align/southeast/margin/10x10/opacity/50?v=20221120092208|https://storage.moegirl.org.cn/moegirl/commons/5/54/%E9%A9%B9%E5%B7%9D%E8%AF%9796818455.jpg,,92465,,https://bgm.tv/character/92465,
bgm-bgm77774,bangumi,1,25,月,ユエ,Yue,,动画|Galgame,Galgame,ラピスリライツ ～この世界のアイドルは魔法が使える～,七千兆亿的星空,2021,14,0,0,14,,https://lain.bgm.tv/r/400/pic/crt/l/46/8c/77774_crt_IN6f5.jpg?r=1592733426,https://lain.bgm.tv/pic/crt/l/46/8c/77774_crt_IN6f5.jpg?r=1592733426,,,77774,,https://bgm.tv/character/77774,
bgm-bgm3414,bangumi,1,28,谢尔盖·斯米尔诺夫,セルゲイ・スミルノフ,Sergei Smirnov,熊叔,动画,动画,機動戦士ガンダム00,机动战士高达00,2007,14,0,0,14,,https://lain.bgm.tv/r/400/pic/crt/l/63/a7/3414_crt_anidb.jpg,https://lain.bgm.tv/pic/crt/l/63/a7/3414_crt_anidb.jpg,,,3414,,https://bgm.tv/character/3414,
bgm-bgm159514,bangumi,2,2,夏见叶爱,夏見叶愛,,,动画|漫画,漫画,ニートくノ一となぜか同棲はじめました,我与尼特女忍者的莫名同居生活,2021,14,0,0,14,,https://lain.bgm.tv/r/400/pic/crt/l/c2/5f/159514_crt_3d3z1.jpg?r=1725160260,https://lain.bgm.tv/pic/crt/l/c2/5f/159514_crt_3d3z1.jpg?r=1725160260,,,159514,,https://bgm.tv/character/159514,
bgm-bgm43447,bangumi,2,3,高见泽亚理沙,高見沢アリサ,,,动画,音乐,何度だって、好き。～告白実行委員会～,,2017,14,0,0,14,,https://lain.bgm.tv/r/400/pic/crt/l/e9/6f/43447_crt_7I3j2.jpg,https://lain.bgm.tv/pic/crt/l/e9/6f/43447_crt_7I3j2.jpg,,,43447,,https://bgm.tv/character/43447,
bgm-bgm104755,bangumi,2,3,春日椿,春日ツバキ,Kasuga Tsubaki,,Galgame,Galgame,ブルーアーカイブ -Blue Archive-,蔚蓝档案,2021,14,0,0,14,,https://lain.bgm.tv/r/400/pic/crt/l/ea/f8/104755_crt_e3NEn.jpg,https://lain.bgm.tv/pic/crt/l/ea/f8/104755_crt_e3NEn.jpg,https://static.wikia.nocookie.net/blue-archive/images/0/06/Tsubaki_Portrait.png/revision/latest/scale-to-width-down/323?cb=20220423102807|https://static.wikia.nocookie.net/blue-archive/images/0/06/Tsubaki_Portrait.png/revision/latest?cb=20220423102807,,104755,,https://bgm.tv/character/104755,
bgm-bgm39563,bangumi,2,4,露,ルゥ,Luu,,动画|漫画|游戏,动画,マナリアフレンズ,玛纳利亚的密友,2019,14,0,0,14,,https://lain.bgm.tv/r/400/pic/crt/l/57/96/39563_crt_X4Qqm.jpg?r=1549855271,https://lain.bgm.tv/pic/crt/l/57/96/39563_crt_X4Qqm.jpg?r=1549855271,,,39563,,https://bgm.tv/character/39563,
bgm-bgm54677,bangumi,2,10,喻文州,喻文州,,索克萨尔 / 队长、喻队、鱼鱼、喻文苏,动画|漫画,漫画,全职高手,,2012,14,0,0,14,,https://lain.bgm.tv/r/400/pic/crt/l/33/a8/54677_crt_NuzUy.jpg,https://lain.bgm.tv/pic/crt/l/33/a8/54677_crt_NuzUy.jpg,,,54677,,https://bgm.tv/character/54677,
bgm-bgm114347,bangumi,2,11,菲欧娜,フィオナ,Fiona,,游戏|Galgame,Galgame,Venus Vacation PRISM - DEAD OR ALIVE Xtreme -,维纳斯璀璨假期 死或生XTREME,2025,14,0,0,14,,https://lain.bgm.tv/r/400/pic/crt/l/d1/bb/114347_crt_tP1oa.jpg?r=1659499230,https://lain.bgm.tv/pic/crt/l/d1/bb/114347_crt_tP1oa.jpg?r=1659499230,,,114347,,https://bgm.tv/character/114347,
bgm-bgm143443,bangumi,2,11,娜迪,ナディー,Yamato Nadeshiko,大和抚子 / 娜迪老师,动画|漫画,动画,君のことが大大大大大好きな100人の彼女 第3期,超超超超超喜欢你的100个女朋友 第三季,2026,14,0,0,14,,https://lain.bgm.tv/r/400/pic/crt/l/21/81/143443_crt_nON0f.jpg,https://lain.bgm.tv/pic/crt/l/21/81/143443_crt_nON0f.jpg,,,143443,,https://bgm.tv/character/143443,
bgm-bgm56040,bangumi,2,18,押枝敦子,押枝あつこ,Oshieda Atsuko,,动画,动画,アホガール,笨女孩,2017,14,0,0,14,,https://lain.bgm.tv/r/400/pic/crt/l/52/75/56040_crt_Imi7u.jpg?r=1500994765,https://lain.bgm.tv/pic/crt/l/52/75/56040_crt_Imi7u.jpg?r=1500994765,,,56040,,https://bgm.tv/character/56040,
bgm-bgm115184,bangumi,2,21,雾生见晴,霧生見晴,Miharu Kiryu,ミハル,动画|漫画,动画,ウィッチウォッチ,魔女与使魔,2025,14,0,0,14,,https://lain.bgm.tv/r/400/pic/crt/l/7a/4b/115184_crt_9fNBF.jpg?r=1750582020,https://lain.bgm.tv/pic/crt/l/7a/4b/115184_crt_9fNBF.jpg?r=1750582020,,,115184,,https://bgm.tv/character/115184,
bgm-bgm101790,bangumi,2,22,神崎阿黛尔海德,神崎アーデルハイド,ADELHEID KANZAKI,,Galgame,Galgame,ヘブンバーンズレッド,炽焰天穹,2022,14,0,0,14,,https://lain.bgm.tv/r/400/pic/crt/l/67/4d/101790_crt_V9Zk5.jpg?r=1634232332,https://lain.bgm.tv/pic/crt/l/67/4d/101790_crt_V9Zk5.jpg?r=1634232332,,,101790,,https://bgm.tv/character/101790,
al311279,anilist,2,23,水无濑朱里,水無瀬あかり,Akari Minase,,动画|漫画,动画,怪獣８号,,2024,14,14,0,2,,https://lain.bgm.tv/r/400/pic/crt/l/80/f5/157155_crt_5EGbi.jpg,https://lain.bgm.tv/pic/crt/l/80/f5/157155_crt_5EGbi.jpg,https://s4.anilist.co/file/anilistcdn/character/medium/b311279-z2X40KkXkqUY.png|https://s4.anilist.co/file/anilistcdn/character/large/b311279-z2X40KkXkqUY.png,,157155,https://anilist.co/character/311279,https://bgm.tv/character/157155,
bgm-bgm39628,bangumi,2,23,天道辉,天道輝,Tendou Teru,,游戏,游戏,GRANBLUE FANTASY,碧蓝幻想,2014,14,0,0,14,,https://lain.bgm.tv/r/400/pic/crt/l/53/12/39628_crt_xn3Kg.jpg?r=1530317113,https://lain.bgm.tv/pic/crt/l/53/12/39628_crt_xn3Kg.jpg?r=1530317113,https://storage.moegirl.org.cn/moegirl/commons/9/98/%E3%80%90%E6%AD%A3%E7%BE%A9%E3%81%AE%E7%B6%BA%E7%BE%85%E6%98%9F%E3%80%91%E5%A4%A9%E9%81%93_%E8%BC%9D_SR.png!/fw/480/watermark/url/L21vZWdpcmwvd2F0ZXJtYXJrLnBuZw==/align/southeast/margin/10x10/opacity/50?v=20211010032233|https://storage.moegirl.org.cn/moegirl/commons/9/98/%E3%80%90%E6%AD%A3%E7%BE%A9%E3%81%AE%E7%B6%BA%E7%BE%85%E6%98%9F%E3%80%91%E5%A4%A9%E9%81%93_%E8%BC%9D_SR.png,,39628,,https://bgm.tv/character/39628,
bgm-bgm66898,bangumi,3,1,阿久津真武,阿久津真武,Akutsu Mabu,マブ,动画|漫画,动画,さらざんまい,皿三昧,2019,14,0,0,14,,https://lain.bgm.tv/r/400/pic/crt/l/c2/b2/66898_crt_3Yu1y.jpg?r=1541926814,https://lain.bgm.tv/pic/crt/l/c2/b2/66898_crt_3Yu1y.jpg?r=1541926814,,,66898,,https://bgm.tv/character/66898,
bgm-bgm31496,bangumi,3,1,尼高尔·阿玛菲,ニコル・アマルフィ,Nicol Amarfi,尼科尔·阿玛菲 / 绿毛,动画|游戏,动画,機動戦士ガンダムSEED HDリマスター,机动战士高达SEED HD重制版,2012,14,0,0,14,,https://lain.bgm.tv/r/400/pic/crt/l/dd/9a/31496_crt_j00Gf.jpg,https://lain.bgm.tv/pic/crt/l/dd/9a/31496_crt_j00Gf.jpg,https://storage.moegirl.org.cn/moegirl/commons/e/eb/%E5%B0%BC%E9%AB%98%E5%B0%94.webp!/fw/427/watermark/url/L21vZWdpcmwvd2F0ZXJtYXJrLnBuZw==/align/southeast/margin/10x10/opacity/50?v=20220424055951|https://storage.moegirl.org.cn/moegirl/commons/e/eb/%E5%B0%BC%E9%AB%98%E5%B0%94.webp,,31496,,https://bgm.tv/character/31496,
bgm-bgm18436,bangumi,3,3,小公主,ヒメちゃん,,,动画,动画,戦勇。第2期,战勇。第二季,2013,14,0,0,14,,https://lain.bgm.tv/r/400/pic/crt/l/89/ff/18436_crt_5w4aU.jpg,https://lain.bgm.tv/pic/crt/l/89/ff/18436_crt_5w4aU.jpg,,,18436,,https://bgm.tv/character/18436,
bgm-bgm9734,bangumi,3,3,龙啸海,龍咲海,Ryuuzaki Umi,,动画|漫画,动画,CLAMP IN WONDERLAND,CLAMP仙境,1994,14,0,0,14,,https://lain.bgm.tv/r/400/pic/crt/l/e2/42/9734_crt_anidb.jpg?r=1495684939,https://lain.bgm.tv/pic/crt/l/e2/42/9734_crt_anidb.jpg?r=1495684939,,,9734,,https://bgm.tv/character/9734,
bgm-bgm60521,bangumi,3,10,雪中美人,ユキノビジン,Yukino Bijin,雪之美人,动画|游戏,动画,ウマ娘 プリティーダービー 新時代の扉,赛马娘 Pretty Derby 新时代之门,2024,14,0,0,14,,https://lain.bgm.tv/r/400/pic/crt/l/27/87/60521_crt_bMC3S.jpg,https://lain.bgm.tv/pic/crt/l/27/87/60521_crt_bMC3S.jpg,https://static.wikia.nocookie.net/umamusume/images/7/74/Yukino_Bijin_%28Main%29.png/revision/latest/scale-to-width-down/283?cb=20240731204921|https://static.wikia.nocookie.net/umamusume/images/7/74/Yukino_Bijin_%28Main%29.png/revision/latest?cb=20240731204921,,60521,,https://bgm.tv/character/60521,
bgm-bgm13764,bangumi,3,11,神城凛,神城凜,,,动画,动画,まぶらほ,爱的魔法,2003,14,0,0,14,,https://lain.bgm.tv/r/400/pic/crt/l/93/2b/13764_crt_2lIj0.jpg,https://lain.bgm.tv/pic/crt/l/93/2b/13764_crt_2lIj0.jpg,,,13764,,https://bgm.tv/character/13764,
